Tiêu đề,Mô tả,Hình ảnh,Nội dung,Link bài viết
Robot cá AI cách mạng hóa chăn nuôi thủy sản,Trung QuốcRobot cá ngừ và cá heo thông minh có thể giúp ngư dân tiết kiệm sức lực và thời gian chăn nuôi thủy sản trong khi tăng đáng kể hiệu quả khi cho ăn và thu hoạch.,https://i1-vnexpress.vnecdn.net/2025/04/02/VNEFish-1743583788-5465-1743584004.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=OnpBRJbGQKk4qmp3gZXnmg,,https://vnexpress.net/robot-ca-ai-cach-mang-hoa-chan-nuoi-thuy-san-4868825.html
"Sóng địa chấn sau động đất 7,7 độ khiến tường nhà ở TP HCM nứt","Việc TP HCM ở cách xa tâm chấn động đất Myanmar hàng nghìn km nhưng một số tòa nhà cao tầng bị rung lắc và rạn nứt tường là do sóng địa chấn lan truyền, nền địa chất yếu và chất lượng xây dựng.",https://i1-vnexpress.vnecdn.net/2025/04/02/accb999b2044901ac9551743306853-8447-9189-1743564217.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=StoQmPiCy5_ipNXVeSV29Q,,https://vnexpress.net/song-dia-chan-sau-dong-dat-7-7-do-khien-tuong-nha-o-tp-hcm-nut-4868736.html
Đối thủ của OpenAI ra AI tạo video 'nhất quán' đầu tiên,"Công ty Runway cho biết Gen-4 của họ có thể tạo các cảnh và người nhất quán, điều những mô hình AI trước đó chưa làm được.",,,https://vnexpress.net/doi-thu-cua-openai-ra-ai-tao-video-nhat-quan-dau-tien-4868915.html
Taxi bay không người lái Trung Quốc sắp hoạt động thương mại,Nhà chức trách hàng không dân sự Trung Quốc cấp phép cho công ty EHang bắt đầu hoạt động thương mại ở độ cao thấp với mẫu taxi điện cất hạ cánh thẳng đứng EH216-S.,https://i1-vnexpress.vnecdn.net/2025/04/02/VNETaxi-1743566395-7443-1743566442.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=UHlFyXtTSVsqPA-xIZjFmw,,https://vnexpress.net/taxi-bay-khong-nguoi-lai-trung-quoc-sap-hoat-dong-thuong-mai-4868822.html
Thước phim từ tàu chở người đầu tiên bay qua cực Trái Đất,Phi hành đoàn Fram2 của SpaceX gửi về những hình ảnh ngoạn mục từ chuyến bay vũ trụ qua Bắc Cực và Nam Cực.,https://i1-vnexpress.vnecdn.net/2025/04/02/cucTraiDat-1743564994-1955-1743565540.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=BmD96dSdmDKWPxayYsaJxA,,https://vnexpress.net/thuoc-phim-tu-tau-cho-nguoi-dau-tien-bay-qua-cuc-trai-dat-4868925.html
'Starlink đang làm thủ tục để vào Việt Nam',"Cục Viễn thông cho biết đang phối hợp với SpaceX để hoàn thiện thủ tục, cơ sở hạ tầng, trước khi mạng lưới Internet vệ tinh Starlink có thể hoạt động trong nước.",https://i1-sohoa.vnecdn.net/2025/04/02/dsc09672-1743566377-8057-1743566389.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=HCq_7RP-ACwJ1aI2XC56vA,,https://vnexpress.net/starlink-dang-lam-thu-tuc-de-vao-viet-nam-4868797.html
Dự án xây hầm 91 km cho máy gia tốc hạt khổng lồ,"Dự án máy gia tốc hạt lớn nhất thế giới trị giá khoảng 17 tỷ USD, gây nhiều tranh cãi về chi phí, quy mô và tác động môi trường.",https://i1-vnexpress.vnecdn.net/2025/04/01/Maygiatochatset-1743500864-3787-1743502801.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=IHhJW9I8GufuCJVkCP3_zw,,https://vnexpress.net/du-an-xay-ham-91-km-cho-may-gia-toc-hat-khong-lo-4868624.html
Intel mở khóa dạy về AI tại Việt Nam,Intel và Trung tâm Đổi mới sáng tạo Quốc gia NIC mở chương trình đào tạo với mục tiêu nâng cao hiểu biết AI cho người dân.,https://i1-sohoa.vnecdn.net/2025/04/02/Intel-1-jpeg-1743594271-6677-1743594317.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=q4heK3hFBuQZ0GTqUF52jw,,https://vnexpress.net/intel-mo-khoa-day-ve-ai-tai-viet-nam-4869221.html
Mảng thiết bị của Samsung có lãnh đạo mới sau khi CEO qua đời,Ông TM Roh hiện phụ trách mảng thiết bị di động và đồ gia dụng thay cho ông Han Jong-hee qua đời tháng trước.,https://i1-sohoa.vnecdn.net/2025/04/02/pr-tm-roh-interview-in-vietnam-4943-2368-1743567661.png?w=300&h=180&q=100&dpr=1&fit=crop&s=5nt8l4LNZ-eQFpXh5iHfcw,,https://vnexpress.net/mang-thiet-bi-cua-samsung-co-lanh-dao-moi-sau-khi-ceo-qua-doi-4868863.html
FPT ứng dụng AI Agents vào các sự kiện chuyên nghiệp,"AI Agents của FPT Smart Cloud tích hợp Generative AI, mô hình ngôn ngữ lớn, có khả năng tạo hội thoại tự nhiên, nắm tình huống và phản ứng linh hoạt.",https://i1-sohoa.vnecdn.net/2025/04/02/488020945136583372108424787698-1999-7742-1743566025.png?w=300&h=180&q=100&dpr=1&fit=crop&s=S1cdyaptIt1ErAGM-d36cA,,https://vnexpress.net/fpt-ung-dung-ai-agents-vao-cac-su-kien-chuyen-nghiep-4867025.html
"FPT gấp đôi băng thông, mức tối thiểu 300 Mbps","FPT nâng cấp băng thông cho khách hàng sử dụng dịch vụ Internet, đảm bảo tốc độ tối thiểu đạt 300 Mbps, bắt đầu từ tháng 4.",https://i1-sohoa.vnecdn.net/2025/04/02/IMG5237-1743561782-3602-1743561824.png?w=300&h=180&q=100&dpr=1&fit=crop&s=UdokCsbd8qguFX7XVCbULw,,https://vnexpress.net/fpt-gap-doi-bang-thong-muc-toi-thieu-300-mbps-4868694.html
Cầu vượt lớn nhất thế giới dành cho động vật hoang dã,MỹCác nhà chức trách bang California bắt tay vào xây dựng cầu vượt dành cho động vật hoang dã lớn nhất vắt ngang qua cao tốc 10 làn.,https://i1-vnexpress.vnecdn.net/2025/04/01/VNECross-1743482091-7631-1743482129.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=U5e4dhNacRbZsjVhXWBZmQ,,https://vnexpress.net/cau-vuot-lon-nhat-the-gioi-danh-cho-dong-vat-hoang-da-4868320.html
Nhiều nghiên cứu thắng giải Kovalevskaia được kết nối chuyển giao,"Hà NộiCác tác giả xuất sắc nhận Giải Kovalevskaia được hỗ trợ kết nối, phát triển nghiên cứu và khai thác ứng dụng, mang lại giá trị kinh tế.",,,https://vnexpress.net/nhieu-nghien-cuu-thang-giai-kovalevskaia-duoc-ket-noi-chuyen-giao-4868581.html
199 hồ sơ vào vòng loại cuộc thi Sáng kiến Khoa học 2025,Cuộc thi Sáng kiến Khoa học do VnExpress tổ chức bắt đầu bình chọn vòng loại với 199 hồ sơ tranh tài trong thời gian 2 tuần (từ 1/4 đến 14/4).,,,https://vnexpress.net/199-ho-so-vao-vong-loai-cuoc-thi-sang-kien-khoa-hoc-2025-4868615.html
Cách bảo vệ bản thân khi xảy ra động đất,"Khi xảy ra động đất, bạn đừng cố gắng bỏ chạy, hãy tuân thủ theo các hướng dẫn an toàn để tránh rủi ro và đảm bảo bản thân không gặp nguy hiểm.",,,https://vnexpress.net/cach-bao-ve-ban-than-khi-xay-ra-dong-dat-4868557.html
Garage thông minh sâu 19 tầng,Trung QuốcGarage thông minh dưới lòng đất tại Thượng Hải dự kiến mở cửa tháng 5 với các hệ thống tự động giúp đậu và lấy xe trong 90 giây.,,,https://vnexpress.net/garage-thong-minh-sau-19-tang-4868340.html
"Em bé AI biết làm nũng, giận dỗi như trẻ 6 tuổi","Trung QuốcSiêu trí tuệ nhân tạo TongTong 2.0 sở hữu những tính cách giống con người, biết biện hộ hành động hoặc đòi phần thưởng trước khi làm theo yêu cầu.",https://i1-vnexpress.vnecdn.net/2025/04/01/VNEAI-1743479798-4509-1743479859.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=f4Wou1fRlKK9N3JHj5DqZg,,https://vnexpress.net/em-be-ai-biet-lam-nung-gian-doi-nhu-tre-6-tuoi-4868322.html
Cách AI hỗ trợ cứu nạn trong động đất Myanmar,Microsoft kết hợp dữ liệu vệ tinh và khả năng phân tích của AI để tìm kiếm nạn nhân trong trận động đất ở Myanmar.,https://i1-sohoa.vnecdn.net/2025/04/01/ap25088391702414-1743474947-2989-1743475189.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=We-S5PUyB8GfjHPxvTPlSA,,https://vnexpress.net/cach-ai-ho-tro-cuu-nan-trong-dong-dat-myanmar-4868364.html
SpaceX phóng tàu chở người đầu tiên bay qua các cực Trái Đất,Tên lửa Falcon 9 đưa tàu chở 4 phi hành gia bay lên từ trung tâm vũ trụ Kennedy lúc 21h46 ngày 31/3 (8h46 ngày 1/4 theo giờ Hà Nội).,https://i1-vnexpress.vnecdn.net/2025/04/01/Fram2-1743478430-7228-1743478970.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=tlodEngLMdVGW0VldMCxMA,,https://vnexpress.net/spacex-phong-tau-cho-nguoi-dau-tien-bay-qua-cac-cuc-trai-dat-4868431.html
Máy bay chở khách với cánh lấy cảm hứng từ chim,"Thế hệ máy bay chở khách Airbus tiếp theo dự kiến có cánh nhẹ, mỏng và dài hơn, đồng thời có thể gập lại giống cánh chim.",https://i1-vnexpress.vnecdn.net/2025/03/31/maybaySirbus-1743416009-9738-1743416234.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=kNhS_MPKJus_wA05jUvmrg,,https://vnexpress.net/may-bay-cho-khach-voi-canh-lay-cam-hung-tu-chim-4868182.html
Lừa đảo 'thao túng tâm lý' trên Internet diễn ra thế nào,"Khi sử dụng Internet, người dùng có thể đối mặt với social engineering - hình thức tấn công kiểu ""thao túng tâm lý"" để khiến nạn nhân tiết lộ thông tin cá nhân.",https://i1-sohoa.vnecdn.net/2025/03/28/screenshot20250328at173632-174-4008-2303-1743158259.png?w=300&h=180&q=100&dpr=1&fit=crop&s=WqKVjdHoqnybKrOHeeE97A,,https://vnexpress.net/lua-dao-thao-tung-tam-ly-tren-internet-dien-ra-the-nao-4866990.html
"Siri tiếng Việt trên iPhone hỗ trợ gọi xe, chuyển tiền","Trợ lý ảo Siri trên loạt thiết bị Apple chính thức hỗ trợ tiếng Việt cũng như tương tác với các ứng dụng bản địa như Be, Momo.",https://i1-sohoa.vnecdn.net/2025/04/01/img7804jpg-1743444531-17434445-5135-1951-1743444987.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=ViAI50IebJVSEBzF7-uSQQ,,https://vnexpress.net/siri-tieng-viet-tren-iphone-ho-tro-goi-xe-chuyen-tien-4868192.html
Những âm thanh bên trong cơ thể người,"Cơ thể ""ồn ào"" hơn những gì nhiều người nhầm tưởng với tiếng cơ bắp co giãn, chất lỏng di chuyển và các tế bào hoạt động.",https://i1-vnexpress.vnecdn.net/2025/03/31/tieng-ng-set-1743425980.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=89j4S79wCAgHcD2VNylEwg,,https://vnexpress.net/nhung-am-thanh-ben-trong-co-the-nguoi-4868240.html
Đảo tử thần nơi hàng nghìn con rắn độc ngự trị,BrazilĐảo Rắn đầy rẫy rắn hổ lục đầu giáo vàng có thể đe dọa bất cứ vị khách nào bước lên đảo với nọc độc mạnh gấp 3 - 5 lần đồng loại trên đất liền.,https://i1-vnexpress.vnecdn.net/2025/04/01/VNEIsland-1743502712-1594-1743502757.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=RbW5-vb7d3AG_EKd9S_oOA,,https://vnexpress.net/dao-tu-than-noi-hang-nghin-con-ran-doc-ngu-tri-4868319.html
Ông Trump nói thỏa thuận bán TikTok sẽ diễn ra trước 5/4,Tổng thống Mỹ Donald Trump cho biết thỏa thuận ByteDance bán ứng dụng TikTok sẽ được ký kết trước thời hạn cuối tuần này.,https://i1-sohoa.vnecdn.net/2025/03/31/afp-20250326-37zy27n-v1-highre-9825-1512-1743434912.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=BrowkPDG0JI6EDsF_JXMzg,,https://vnexpress.net/ong-trump-noi-thoa-thuan-ban-tiktok-se-dien-ra-truoc-5-4-4868276.html
Huawei hồi sinh nhờ 5G và smartphone tại Trung Quốc,"Huawei công bố doanh thu 2024 đạt 862,1 tỷ nhân dân tệ (118,2 tỷ USD), cao thứ hai trong lịch sử công ty.",https://i1-sohoa.vnecdn.net/2025/04/01/smartphone-market-china-03074-7573-1656-1743482601.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=xAxcYy9cvViEf_lo0hi37w,,https://vnexpress.net/huawei-hoi-sinh-nho-5g-va-smartphone-tai-trung-quoc-4868269.html
Samsung tích hợp AI cho loạt thiết bị gia dụng Bespoke,"Các thiết bị Bespoke AI mới trang bị một số tính năng trí tuệ nhân tạo, tích hợp trợ lý ảo Bixby và điều khiển thông qua màn hình AI Home.",https://i1-sohoa.vnecdn.net/2025/03/31/a1-1743415069-2038-1743415344.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=7WOgdMwdrfr9lvMXQ_roaQ,,https://vnexpress.net/samsung-tich-hop-ai-cho-loat-thiet-bi-gia-dung-bespoke-4868078.html
VNGGames sắp phát hành phiên bản di động của MU Online,"VNGGames hợp tác với Webzen và Kingnet, phát hành MU Lục Địa VNG - phiên bản di động của trò chơi nổi tiếng MU Online, tại Việt Nam trong tháng 4.",https://i1-sohoa.vnecdn.net/2025/04/01/dlmu-1743496461-1743496892-8235-1743496939.png?w=300&h=180&q=100&dpr=1&fit=crop&s=EKxZbhbH9YiJrdgtS4Tc5g,,https://vnexpress.net/vnggames-sap-phat-hanh-phien-ban-di-dong-cua-mu-online-4868371.html
Loạt công nghệ trong bộ gia dụng của Toshiba,"Toshiba sử dụng công nghệ Origin Fresh và Pure Air trên tủ lạnh, nồi cơm có cơ chế ngâm chân không, công nghệ RO Plus giữ khoáng trên máy lọc nước... đáp ứng nhu cầu sống ưu tiên chất lượng.",https://i1-sohoa.vnecdn.net/2025/03/31/image-43844770-extractword-0-o-8282-4919-1743393779.png?w=300&h=180&q=100&dpr=1&fit=crop&s=_B_Yp_i4Rg0KgtyvBgpnLQ,,https://vnexpress.net/loat-cong-nghe-trong-bo-gia-dung-cua-toshiba-4852245.html
Công nghệ bán dẫn mới giúp Trung Quốc dẫn đầu thế giới,Tấm bán dẫn GaN phân cực nitrogen đầu tiên trên thế giới do các nhà khoa học Trung Quốc tạo ra có thể thay đổi ngành công nghiệp bán dẫn.,https://i1-vnexpress.vnecdn.net/2025/03/31/VNESemi-1743415500-3919-1743415676.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=Aq2ve7k-poTndyvxqkl8Rw,,https://vnexpress.net/cong-nghe-ban-dan-moi-giup-trung-quoc-dan-dau-the-gioi-4867828.html
Những robot hình người có dáng đi tự nhiên,"Figure 02 của Figure AI (Mỹ) có thể di chuyển với dáng ""giống con người"", trong khi một số công ty Trung Quốc đã tung ra sản phẩm tương tự từ trước.",,,https://vnexpress.net/nhung-robot-hinh-nguoi-co-dang-di-tu-nhien-4867877.html
Giao diện Facebook thay đổi thế nào sau 20 năm,"Từ khi ra đời năm 2004, Feed - giao diện trang chính của Facebook - nhiều lần thay đổi, lần gần nhất là bổ sung tính năng ""nguyên bản"".",https://i1-sohoa.vnecdn.net/2025/03/31/a1-1743412682-4863-1743412697.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=mfnaXXJiCW0t6vfJ0EcZBA,,https://vnexpress.net/giao-dien-facebook-thay-doi-the-nao-sau-20-nam-4868077.html
Tiến sĩ người Việt được bầu vào Viện Hàn lâm Khoa học trẻ toàn cầu,"Tiến sĩ Hoàng Anh Đức, 35 tuổi, được bầu vào Viện Hàn lâm Khoa học trẻ toàn cầu nhiệm kỳ 2025-2030 vì có nhiều thành tích trong nghiên cứu và chuyển đổi số giáo dục.",https://i1-vnexpress.vnecdn.net/2025/03/31/ts-hoang-anh-duc-1742789717-17-1732-2651-1743409379.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=10_DBrqg9OiNW82xtaF2oA,,https://vnexpress.net/tien-si-nguoi-viet-duoc-bau-vao-vien-han-lam-khoa-hoc-tre-toan-cau-4863365.html
"'Tiêu chuẩn, đo lường và chất lượng phải là đòn bẩy tăng năng lực cạnh tranh'","Tiêu chuẩn, đo lường và chất lượng liên quan tới quan điểm về phát triển, quản trị và đổi mới của một quốc gia, là yếu tố cốt lõi để cơ quan chuyên môn xây dựng tiêu chuẩn.",https://i1-vnexpress.vnecdn.net/2025/03/31/lq-084662-1743407491-174340751-4141-4825-1743407629.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=zpGJBkL7U4pVc2hHcsbyPQ,,https://vnexpress.net/tieu-chuan-do-luong-va-chat-luong-phai-la-don-bay-tang-nang-luc-canh-tranh-4867769.html
Cách xác định tài khoản Zalo có tin nhắn ẩn,"Zalo cho phép ẩn cuộc hội thoại bí mật, không thể xem ở giao diện chính và cần mật khẩu để truy cập.",https://i1-sohoa.vnecdn.net/2025/03/30/thumb-1743330475-2456-1743330508.png?w=300&h=180&q=100&dpr=1&fit=crop&s=pCEvQ0DGN6jIxXgdcPOM2A,,https://vnexpress.net/cach-xac-dinh-tai-khoan-zalo-co-tin-nhan-an-4867741.html
Máy bay chở khách siêu thanh Trung Quốc tốc độ 2.000 km/h,Trung Quốc phát triển mẫu máy bay chở khách siêu thanh C949 với tầm hoạt động 10.900 km và sức chở 28 - 48 hành khách.,https://i1-vnexpress.vnecdn.net/2025/03/31/maybaysieuthanhset-1743392606-2634-1743392871.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=-dZsXsok4tdU92EwamQmxQ,,https://vnexpress.net/may-bay-cho-khach-sieu-thanh-trung-quoc-toc-do-2-000-km-h-4867757.html
Tại sao động đất khó dự đoán chính xác?,"Hàng loạt yếu tố địa chất phức tạp dẫn tới động đất khiến các nhà nghiên cứu khó dự đoán chính xác thời gian, địa điểm và quy mô của thảm họa tự nhiên này.",https://i1-vnexpress.vnecdn.net/2025/03/31/ap25087448996980-1743398591-9107-1743398815.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=mLH9HwOooQGFTr-4Qy7hRg,,https://vnexpress.net/tai-sao-dong-dat-kho-du-doan-chinh-xac-4867832.html
Cuộc đua tạo cỗ máy quan trọng hàng đầu thế giới,"ASML thống trị thị trường máy quang khắc dùng trong sản xuất chip, nhưng một số công ty khác đang tìm cách giảm phụ thuộc bằng hệ thống riêng.",https://i1-sohoa.vnecdn.net/2025/03/31/asml-1743398632-1743398648-3903-1743398658.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=rED-RzbjfuAcwQ9-jfsWHg,,https://vnexpress.net/cuoc-dua-tao-co-may-quan-trong-hang-dau-the-gioi-4867655.html
Tên lửa của công ty châu Âu phát nổ khi chưa tới quỹ đạo,Na UyTên lửa của công ty khởi nghiệp Isar Aerospace rơi mất kiểm soát và phát nổ chỉ vài giây sau khi cất cánh hôm 30/3.,https://i1-vnexpress.vnecdn.net/2025/03/31/VNERocket-1743392003-6504-1743392315.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=NcPxOqSBysyVvNsnJ-Kphw,,https://vnexpress.net/ten-lua-cua-cong-ty-chau-au-phat-no-khi-chua-toi-quy-dao-4867830.html
"Bộ trưởng Nguyễn Mạnh Hùng: 'Quyết định đúng, hiệu triệu được toàn dân, việc gì cũng thành'","Theo Bộ trưởng Khoa học và Công nghệ Nguyễn Mạnh Hùng, khi con đường phát triển đã rõ ràng, chỉ cần biết cách làm và quyết tâm làm sẽ thành công.",https://i1-sohoa.vnecdn.net/2025/03/31/lq-08170-1743389327-5920-1743389357.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=WHga7c4F2gVMgiblnvBIJg,,https://vnexpress.net/bo-truong-nguyen-manh-hung-quyet-dinh-dung-hieu-trieu-duoc-toan-dan-viec-gi-cung-thanh-4867777.html
Làm thế nào giữ bình tĩnh trước áp lực?,"Tâm trạng lo lắng làm phân tán sự tập trung, để cải thiện cần nghĩ đến kết quả cuối cùng thay vì chú ý những chi tiết trong quá trình thực hiện.",https://i1-vnexpress.vnecdn.net/2025/03/30/Anh-Caption-1-JPG-1743345687.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=hJ--hcSKC7sxkQv2JgpmAw,,https://vnexpress.net/lam-the-nao-giu-binh-tinh-truoc-ap-luc-4867787.html
iPhone gập có thể dùng bản lề kim loại lỏng bền gấp đôi titan,"iPhone gập được cho là sử dụng kim loại lỏng làm bản lề, giúp bộ phận này có độ cứng vượt trội titan và vẻ ngoài bóng bẩy như thép.",,,https://vnexpress.net/iphone-gap-co-the-dung-ban-le-kim-loai-long-ben-gap-doi-titan-4866789.html
Cách máy in thương hiệu Mỹ Lexmark ghi dấu ấn tại Việt Nam,"Với bề dày kinh nghiệm và tập trung chất lượng, Lexmark mang đến những giải pháp in ấn và hình ảnh tối ưu cho doanh nghiệp Việt, góp phần nâng cao hiệu quả công việc.",,,https://vnexpress.net/cach-may-in-thuong-hieu-my-lexmark-ghi-dau-an-tai-viet-nam-4867766.html
Thiết bị dự đoán cơn động kinh tích hợp AI,"Thiết bị đeo y tế có kích thước siêu nhỏ gọn, tích hợp trí tuệ nhân tạo AI để phân tích sóng não theo thời gian nhằm dự báo cơn động kinh.",,,https://vnexpress.net/thiet-bi-du-doan-con-dong-kinh-tich-hop-ai-4867529.html
Mẹo chụp ảnh đẹp với iPhone 16,"iPhone 16/16 Plus không có camera tele như dòng Pro nhưng người dùng có thể sáng tạo với góc siêu rộng, tận dụng khả năng điều chỉnh tông màu, xóa vật thể.",,,https://vnexpress.net/meo-chup-anh-dep-voi-iphone-16-4867743.html
Robot thám hiểm sao Hỏa đầu tiên của châu Âu,Robot Rosalind Franklin dự kiến phóng năm 2028 và đến sao Hỏa năm 2030 nhằm tìm hiểu xem sự sống có từng tồn tại trên hành tinh đỏ hay không.,https://i1-vnexpress.vnecdn.net/2025/03/30/robotsaoHoaesa-1743332445-2729-1743332774.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=8dIM6lORvkPzqlgmRZHG9A,,https://vnexpress.net/robot-tham-hiem-sao-hoa-dau-tien-cua-chau-au-4867738.html
Robot hình người Trung Quốc làm việc trong nhà máy ôtô cao cấp,Robot hình người Walker S1 của công ty UBTech Robotics đã bắt đầu làm việc tại nhà máy xe năng lượng mới Audi-FAW ở Trung Quốc.,https://i1-vnexpress.vnecdn.net/2025/03/30/robotaudi-1743316492-6933-1743316763.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=2oC2uvO8xzutjw0O1Lrlvw,,https://vnexpress.net/robot-hinh-nguoi-trung-quoc-lam-viec-trong-nha-may-oto-cao-cap-4867633.html
Hồ nhiệt đới lớn nhất thế giới chuyển màu xanh lá,"Châu PhiHồ Victoria đang chuyển màu xanh lá do hiện tượng tảo nở hoa độc hại, một số khu vực thậm chí cạn oxy đến mức trở thành ""vùng chết"".",https://i1-vnexpress.vnecdn.net/2025/03/30/HoVictoriaset-1743307839-9729-1743308515.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=5sgoDH0Cz1EvCkw8q4Y2-Q,,https://vnexpress.net/ho-nhiet-doi-lon-nhat-the-gioi-chuyen-mau-xanh-la-4867664.html
Google cho dùng miễn phí 'mô hình AI thông minh nhất',Mô hình AI tích hợp khả năng suy nghĩ Google Gemini 2.5 Pro được miễn phí với mọi tài khoản và hiện không giới hạn thời gian dùng thử.,https://i1-sohoa.vnecdn.net/2025/03/30/a1-1743313959-6040-1743314194.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=ekYw-1LMaRq58b9L5eucVw,,https://vnexpress.net/google-cho-dung-mien-phi-mo-hinh-ai-thong-minh-nhat-4867687.html
Tại sao tòa nhà 34 tầng ở Bangkok sập trong động đất Myanmar?,"Nhiều công trình ở Bangkok rung lắc trong động đất hôm 28/3, nhưng dường như chỉ có tòa nhà cao tầng đang thi công ở quận Bang Sue đổ sập.",https://i1-vnexpress.vnecdn.net/2025/03/30/nhasapset-1743303223-5771-1743303251.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=dQxfkzhDcYQrY1lvX16sfg,,https://vnexpress.net/tai-sao-toa-nha-34-tang-o-bangkok-sap-trong-dong-dat-myanmar-4867628.html
Một tỷ người dùng Microsoft có thể đăng nhập không cần mật khẩu,"Microsoft cho biết ""hơn một tỷ người dùng cuối"" có thể đăng nhập các dịch vụ của công ty thông qua passkey thay vì sử dụng mật khẩu.",https://i1-sohoa.vnecdn.net/2025/03/30/2-darkmode-1743302361-17433024-8499-5835-1743302501.png?w=300&h=180&q=100&dpr=1&fit=crop&s=ju0GC3LSLLahU2rMokZbqg,,https://vnexpress.net/mot-ty-nguoi-dung-microsoft-co-the-dang-nhap-khong-can-mat-khau-4867643.html
Lượt tải Signal tăng vọt sau vụ lộ nhóm chat mật,Signal từng được nhiều hacker tin dùng vì tính bảo mật và hiện lượt tải tăng vọt sau vụ lộ nhóm chat mật của các quan chức Nhà Trắng.,https://i1-sohoa.vnecdn.net/2025/03/29/signal-1743246796-1743246816-3357-1743246860.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=NxpNgfekKJutyUTyqKoy4Q,,https://vnexpress.net/luot-tai-signal-tang-vot-sau-vu-lo-nhom-chat-mat-4867534.html
Trung Quốc lập kỷ lục liên lạc lượng tử dài 12.900 km,Đường truyền liên lạc lượng tử dài nhất thế giới được thiết lập giữa Trung Quốc và Nam Phi với quãng đường kỷ lục là 12.900 km.,https://i1-vnexpress.vnecdn.net/2025/03/29/VNEQuantum-1743238887-5292-1743238936.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=OCUPv84wItGx3Cpq-iDTrw,,https://vnexpress.net/trung-quoc-lap-ky-luc-lien-lac-luong-tu-dai-12-900-km-4867288.html
Việt Nam đề nghị Czech mở rộng hợp tác công nghệ bán dẫn,"Thứ trưởng Khoa học và Công nghệ Bùi Hoàng Phương mong muốn mở rộng hợp tác với Cộng hòa Czech trong ngành công nghiệp bán dẫn, trí tuệ nhân tạo và công nghệ lượng tử.",https://i1-vnexpress.vnecdn.net/2025/03/29/bo-ct-2-1743258126-1743258161-7851-7904-1743259351.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=YLdcmzZ0y52Of5N9Kr_-Zw,,https://vnexpress.net/viet-nam-de-nghi-czech-mo-rong-hop-tac-cong-nghe-ban-dan-4867563.html
Thái Nguyên muốn dùng blockchain để phát triển kinh tế,"Tỉnh Thái Nguyên dự định trong năm 2025 mở phòng đào tạo nhân lực trong lĩnh vực blockchain, ứng dụng công nghệ vào nông nghiệp, công nghiệp, du lịch.",https://i1-sohoa.vnecdn.net/2025/03/30/lq-09088-1743346487-4881-1743346592.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=d1-CEjt2LCFhOtcWrSMJsA,,https://vnexpress.net/thai-nguyen-muon-dung-blockchain-de-phat-trien-kinh-te-4867730.html
Linkbuds Fit - tai nghe thông minh thiết kế nhỏ gọn,"Tai nghe Sony Linkbuds Fit có thiết kế công thái học nhẹ 4,9 g, hỗ trợ nhiều tính năng thông minh như tự chơi nhạc theo hoạt động, điều khiển bằng cử chỉ.",https://i1-sohoa.vnecdn.net/2025/03/28/DSC4709-1743156775.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=43H6DKv_qBg1-6VDCwZORQ,,https://vnexpress.net/linkbuds-fit-tai-nghe-thong-minh-thiet-ke-nho-gon-4867158.html
